#SRCNAME|DSTNAME|METRIC=VALUE,METRIC=VALUE,...
gcp.europe-west9|azure.qatarcentral|cost=85.00,delay=152.07
gcp.europe-west9|azure.northcentralus|cost=85.00,delay=98.22
gcp.europe-west9|azure.westus|cost=85.00,delay=146.55
gcp.europe-west9|azure.westcentralus|cost=85.00,delay=129.24
gcp.europe-west9|azure.australiacentral|cost=85.00,delay=262.00
gcp.europe-west9|azure.australiasoutheast|cost=85.00,delay=262.09
gcp.europe-west9|azure.japanwest|cost=85.00,delay=234.31
gcp.europe-west9|azure.koreasouth|cost=85.00,delay=237.41
gcp.europe-west9|azure.southindia|cost=85.00,delay=168.37
gcp.europe-west9|azure.canadaeast|cost=85.00,delay=94.58
gcp.europe-west9|azure.ukwest|cost=85.00,delay=11.55
gcp.me-central1|aws.us-east-1|cost=110.00,delay=192.00
gcp.me-central1|aws.us-east-2|cost=110.00,delay=202.08
gcp.me-central1|aws.us-west-1|cost=110.00,delay=259.58
gcp.me-central1|aws.us-west-2|cost=110.00,delay=271.74
gcp.me-central1|aws.ap-south-1|cost=110.00,delay=42.52
gcp.me-central1|aws.ap-northeast-3|cost=110.00,delay=181.24
gcp.me-central1|aws.ap-northeast-2|cost=110.00,delay=196.17
gcp.me-central1|aws.ap-southeast-1|cost=110.00,delay=106.81
gcp.me-central1|aws.ap-southeast-2|cost=110.00,delay=300.90
gcp.me-central1|aws.ap-northeast-1|cost=110.00,delay=179.06
gcp.me-central1|aws.ca-central-1|cost=110.00,delay=200.99
gcp.me-central1|aws.eu-central-1|cost=110.00,delay=120.36
gcp.me-central1|aws.eu-west-1|cost=110.00,delay=138.19
gcp.me-central1|aws.eu-west-2|cost=110.00,delay=130.09
gcp.me-central1|aws.eu-west-3|cost=110.00,delay=122.76
gcp.me-central1|aws.eu-north-1|cost=110.00,delay=143.76
gcp.me-central1|aws.sa-east-1|cost=110.00,delay=305.88
gcp.me-central1|gcp.northamerica-northeast1|cost=80.00,delay=197.01
gcp.me-central1|gcp.northamerica-northeast2|cost=80.00,delay=204.26
gcp.me-central1|gcp.southamerica-east1|cost=80.00,delay=305.81
gcp.me-central1|gcp.southamerica-west1|cost=80.00,delay=328.09
gcp.me-central1|gcp.us-central1|cost=80.00,delay=214.54
gcp.me-central1|gcp.us-east1|cost=80.00,delay=202.39
gcp.me-central1|gcp.us-east4|cost=80.00,delay=191.75
gcp.me-central1|gcp.us-east5|cost=80.00,delay=201.08
gcp.me-central1|gcp.us-south1|cost=80.00,delay=223.17
gcp.me-central1|gcp.us-west1|cost=80.00,delay=246.24
gcp.me-central1|gcp.us-west2|cost=80.00,delay=256.97
gcp.me-central1|gcp.us-west3|cost=80.00,delay=233.78
gcp.me-central1|gcp.us-west4|cost=80.00,delay=251.35
gcp.me-central1|gcp.europe-central2|cost=80.00,delay=133.71
gcp.me-central1|gcp.europe-north1|cost=80.00,delay=151.22
gcp.me-central1|gcp.europe-southwest1|cost=80.00,delay=117.88
gcp.me-central1|gcp.europe-west1|cost=80.00,delay=117.76
gcp.me-central1|gcp.europe-west12|cost=80.00,delay=109.15
gcp.me-central1|gcp.europe-west2|cost=80.00,delay=122.78
gcp.me-central1|gcp.europe-west3|cost=80.00,delay=119.32
gcp.me-central1|gcp.europe-west4|cost=80.00,delay=214.68
gcp.me-central1|gcp.europe-west6|cost=80.00,delay=114.21
gcp.me-central1|gcp.europe-west8|cost=80.00,delay=110.37
gcp.me-central1|gcp.europe-west9|cost=80.00,delay=119.89
gcp.me-central1|gcp.me-west1|cost=50.00,delay=83.40
gcp.me-central1|gcp.asia-east1|cost=50.00,delay=147.53
gcp.me-central1|gcp.asia-east2|cost=50.00,delay=141.82
gcp.me-central1|gcp.asia-northeast1|cost=50.00,delay=178.80
gcp.me-central1|gcp.asia-northeast2|cost=50.00,delay=180.99
gcp.me-central1|gcp.asia-northeast3|cost=50.00,delay=185.03
gcp.me-central1|gcp.asia-south1|cost=50.00,delay=47.56
gcp.me-central1|gcp.asia-south2|cost=50.00,delay=65.29
gcp.me-central1|gcp.asia-southeast1|cost=50.00,delay=106.64
gcp.me-central1|gcp.asia-southeast2|cost=50.00,delay=119.15
gcp.me-central1|gcp.australia-southeast1|cost=150.00,delay=199.00
gcp.me-central1|gcp.australia-southeast2|cost=150.00,delay=189.24
gcp.me-central1|azure.eastus|cost=110.00,delay=193.74
gcp.me-central1|azure.eastus2|cost=110.00,delay=197.10
gcp.me-central1|azure.southcentralus|cost=110.00,delay=225.66
gcp.me-central1|azure.westus2|cost=110.00,delay=256.88
gcp.me-central1|azure.westus3|cost=110.00,delay=253.28
gcp.me-central1|azure.australiaeast|cost=110.00,delay=262.04
gcp.me-central1|azure.southeastasia|cost=110.00,delay=172.58
gcp.me-central1|azure.northeurope|cost=110.00,delay=130.51
gcp.me-central1|azure.swedencentral|cost=110.00,delay=143.43
gcp.me-central1|azure.uksouth|cost=110.00,delay=122.39
gcp.me-central1|azure.westeurope|cost=110.00,delay=123.58
gcp.me-central1|azure.centralus|cost=110.00,delay=231.63
gcp.me-central1|azure.southafricanorth|cost=110.00,delay=262.73
gcp.me-central1|azure.centralindia|cost=110.00,delay=133.19
gcp.me-central1|azure.eastasia|cost=110.00,delay=207.30
gcp.me-central1|azure.japaneast|cost=110.00,delay=240.98
gcp.me-central1|azure.koreacentral|cost=110.00,delay=248.78
gcp.me-central1|azure.canadacentral|cost=110.00,delay=205.66
gcp.me-central1|azure.francecentral|cost=110.00,delay=120.89
gcp.me-central1|azure.germanywestcentral|cost=110.00,delay=120.14
gcp.me-central1|azure.norwayeast|cost=110.00,delay=146.79
gcp.me-central1|azure.polandcentral|cost=110.00,delay=135.83
gcp.me-central1|azure.switzerlandnorth|cost=110.00,delay=115.19
gcp.me-central1|azure.uaenorth|cost=110.00,delay=138.60
gcp.me-central1|azure.brazilsouth|cost=110.00,delay=301.14
gcp.me-central1|azure.qatarcentral|cost=110.00,delay=146.05
gcp.me-central1|azure.northcentralus|cost=110.00,delay=210.76
gcp.me-central1|azure.westus|cost=110.00,delay=258.78
gcp.me-central1|azure.westcentralus|cost=110.00,delay=241.43
gcp.me-central1|azure.australiacentral|cost=110.00,delay=265.81
gcp.me-central1|azure.australiasoutheast|cost=110.00,delay=265.90
gcp.me-central1|azure.japanwest|cost=110.00,delay=248.09
gcp.me-central1|azure.koreasouth|cost=110.00,delay=245.03
gcp.me-central1|azure.southindia|cost=110.00,delay=166.85
gcp.me-central1|azure.canadaeast|cost=110.00,delay=207.72
gcp.me-central1|azure.ukwest|cost=110.00,delay=125.12
gcp.me-west1|aws.us-east-1|cost=110.00,delay=127.38
gcp.me-west1|aws.us-east-2|cost=110.00,delay=137.55
gcp.me-west1|aws.us-west-1|cost=110.00,delay=194.62
gcp.me-west1|aws.us-west-2|cost=110.00,delay=206.64
gcp.me-west1|aws.ap-south-1|cost=110.00,delay=101.11
gcp.me-west1|aws.ap-northeast-3|cost=110.00,delay=231.80
gcp.me-west1|aws.ap-northeast-2|cost=110.00,delay=246.79
gcp.me-west1|aws.ap-southeast-1|cost=110.00,delay=158.22
gcp.me-west1|aws.ap-southeast-2|cost=110.00,delay=296.97
gcp.me-west1|aws.ap-northeast-1|cost=110.00,delay=229.82
gcp.me-west1|aws.ca-central-1|cost=110.00,delay=136.55
gcp.me-west1|aws.eu-central-1|cost=110.00,delay=116.50
gcp.me-west1|aws.eu-west-1|cost=110.00,delay=135.38
gcp.me-west1|aws.eu-west-2|cost=110.00,delay=127.31
gcp.me-west1|aws.eu-west-3|cost=110.00,delay=119.53
gcp.me-west1|aws.eu-north-1|cost=110.00,delay=139.32
gcp.me-west1|aws.sa-east-1|cost=110.00,delay=241.40
gcp.me-west1|gcp.northamerica-northeast1|cost=80.00,delay=132.48
gcp.me-west1|gcp.northamerica-northeast2|cost=80.00,delay=139.80
gcp.me-west1|gcp.southamerica-east1|cost=80.00,delay=240.87
gcp.me-west1|gcp.southamerica-west1|cost=80.00,delay=243.21
gcp.me-west1|gcp.us-central1|cost=80.00,delay=149.98
gcp.me-west1|gcp.us-east1|cost=80.00,delay=137.96
gcp.me-west1|gcp.us-east4|cost=80.00,delay=127.23
gcp.me-west1|gcp.us-east5|cost=80.00,delay=136.72
gcp.me-west1|gcp.us-south1|cost=80.00,delay=158.07
gcp.me-west1|gcp.us-west1|cost=80.00,delay=181.74
gcp.me-west1|gcp.us-west2|cost=80.00,delay=191.77
gcp.me-west1|gcp.us-west3|cost=80.00,delay=169.25
gcp.me-west1|gcp.us-west4|cost=80.00,delay=186.73
gcp.me-west1|gcp.europe-central2|cost=80.00,delay=68.73
gcp.me-west1|gcp.europe-north1|cost=80.00,delay=86.45
gcp.me-west1|gcp.europe-southwest1|cost=80.00,delay=53.57
gcp.me-west1|gcp.europe-west1|cost=80.00,delay=53.31
gcp.me-west1|gcp.europe-west12|cost=80.00,delay=44.82
gcp.me-west1|gcp.europe-west2|cost=80.00,delay=58.07
gcp.me-west1|gcp.europe-west3|cost=80.00,delay=54.55
gcp.me-west1|gcp.europe-west4|cost=80.00,delay=150.27
gcp.me-west1|gcp.europe-west6|cost=80.00,delay=49.90
gcp.me-west1|gcp.europe-west8|cost=80.00,delay=45.58
gcp.me-west1|gcp.europe-west9|cost=80.00,delay=50.93
gcp.me-west1|gcp.me-central1|cost=50.00,delay=83.40
gcp.me-west1|gcp.asia-east1|cost=50.00,delay=198.66
gcp.me-west1|gcp.asia-east2|cost=50.00,delay=192.04
gcp.me-west1|gcp.asia-northeast1|cost=50.00,delay=229.20
gcp.me-west1|gcp.asia-northeast2|cost=50.00,delay=231.57
gcp.me-west1|gcp.asia-northeast3|cost=50.00,delay=233.64
gcp.me-west1|gcp.asia-south1|cost=50.00,delay=98.22
gcp.me-west1|gcp.asia-south2|cost=50.00,delay=117.08
gcp.me-west1|gcp.asia-southeast1|cost=50.00,delay=157.71
gcp.me-west1|gcp.asia-southeast2|cost=50.00,delay=169.98
gcp.me-west1|gcp.australia-southeast1|cost=150.00,delay=249.91
gcp.me-west1|gcp.australia-southeast2|cost=150.00,delay=239.71
gcp.me-west1|azure.eastus|cost=110.00,delay=129.02
gcp.me-west1|azure.eastus2|cost=110.00,delay=132.44
gcp.me-west1|azure.southcentralus|cost=110.00,delay=161.04
gcp.me-west1|azure.westus2|cost=110.00,delay=192.19
gcp.me-west1|azure.westus3|cost=110.00,delay=188.70
gcp.me-west1|azure.australiaeast|cost=110.00,delay=258.50
gcp.me-west1|azure.southeastasia|cost=110.00,delay=169.81
gcp.me-west1|azure.northeurope|cost=110.00,delay=65.86
gcp.me-west1|azure.swedencentral|cost=110.00,delay=78.33
gcp.me-west1|azure.uksouth|cost=110.00,delay=57.33
gcp.me-west1|azure.westeurope|cost=110.00,delay=58.77
gcp.me-west1|azure.centralus|cost=110.00,delay=166.77
gcp.me-west1|azure.southafricanorth|cost=110.00,delay=200.32
gcp.me-west1|azure.centralindia|cost=110.00,delay=129.97
gcp.me-west1|azure.eastasia|cost=110.00,delay=204.06
gcp.me-west1|azure.japaneast|cost=110.00,delay=237.74
gcp.me-west1|azure.koreacentral|cost=110.00,delay=245.80
gcp.me-west1|azure.canadacentral|cost=110.00,delay=141.07
gcp.me-west1|azure.francecentral|cost=110.00,delay=56.06
gcp.me-west1|azure.germanywestcentral|cost=110.00,delay=55.38
gcp.me-west1|azure.norwayeast|cost=110.00,delay=81.80
gcp.me-west1|azure.polandcentral|cost=110.00,delay=71.07
gcp.me-west1|azure.switzerlandnorth|cost=110.00,delay=50.80
gcp.me-west1|azure.uaenorth|cost=110.00,delay=135.47
gcp.me-west1|azure.brazilsouth|cost=110.00,delay=236.66
gcp.me-west1|azure.qatarcentral|cost=110.00,delay=142.78
gcp.me-west1|azure.northcentralus|cost=110.00,delay=145.88
gcp.me-west1|azure.westus|cost=110.00,delay=194.15
gcp.me-west1|azure.westcentralus|cost=110.00,delay=176.86
gcp.me-west1|azure.australiacentral|cost=110.00,delay=262.90
gcp.me-west1|azure.australiasoutheast|cost=110.00,delay=262.32
gcp.me-west1|azure.japanwest|cost=110.00,delay=244.79
gcp.me-west1|azure.koreasouth|cost=110.00,delay=242.49
gcp.me-west1|azure.southindia|cost=110.00,delay=159.55
gcp.me-west1|azure.canadaeast|cost=110.00,delay=143.01
gcp.me-west1|azure.ukwest|cost=110.00,delay=60.13
gcp.asia-east1|aws.us-east-1|cost=110.00,delay=192.23
gcp.asia-east1|aws.us-east-2|cost=110.00,delay=193.45
gcp.asia-east1|aws.us-west-1|cost=110.00,delay=141.96
gcp.asia-east1|aws.us-west-2|cost=110.00,delay=135.05
gcp.asia-east1|aws.ap-south-1|cost=110.00,delay=131.74
gcp.asia-east1|aws.ap-northeast-3|cost=110.00,delay=35.39
gcp.asia-east1|aws.ap-northeast-2|cost=110.00,delay=48.12
gcp.asia-east1|aws.ap-southeast-1|cost=110.00,delay=45.78
gcp.asia-east1|aws.ap-southeast-2|cost=110.00,delay=142.24
gcp.asia-east1|aws.ap-northeast-1|cost=110.00,delay=35.50
gcp.asia-east1|aws.ca-central-1|cost=110.00,delay=202.79
gcp.asia-east1|aws.eu-central-1|cost=110.00,delay=263.44
gcp.asia-east1|aws.eu-west-1|cost=110.00,delay=274.68
gcp.asia-east1|aws.eu-west-2|cost=110.00,delay=266.54
gcp.asia-east1|aws.eu-west-3|cost=110.00,delay=270.67
gcp.asia-east1|aws.eu-north-1|cost=110.00,delay=291.91
gcp.asia-east1|aws.sa-east-1|cost=110.00,delay=295.03
gcp.asia-east1|gcp.northamerica-northeast1|cost=80.00,delay=199.94
gcp.asia-east1|gcp.northamerica-northeast2|cost=80.00,delay=193.36
gcp.asia-east1|gcp.southamerica-east1|cost=80.00,delay=282.99
gcp.asia-east1|gcp.southamerica-west1|cost=80.00,delay=232.09
gcp.asia-east1|gcp.us-central1|cost=80.00,delay=172.33
gcp.asia-east1|gcp.us-east1|cost=80.00,delay=187.72
gcp.asia-east1|gcp.us-east4|cost=80.00,delay=192.26
gcp.asia-east1|gcp.us-east5|cost=80.00,delay=189.87
gcp.asia-east1|gcp.us-south1|cost=80.00,delay=160.66
gcp.asia-east1|gcp.us-west1|cost=80.00,delay=122.02
gcp.asia-east1|gcp.us-west2|cost=80.00,delay=127.17
gcp.asia-east1|gcp.us-west3|cost=80.00,delay=140.07
gcp.asia-east1|gcp.us-west4|cost=80.00,delay=133.61
gcp.asia-east1|gcp.europe-central2|cost=80.00,delay=258.76
gcp.asia-east1|gcp.europe-north1|cost=80.00,delay=293.55
gcp.asia-east1|gcp.europe-southwest1|cost=80.00,delay=246.19
gcp.asia-east1|gcp.europe-west1|cost=80.00,delay=271.29
gcp.asia-east1|gcp.europe-west12|cost=80.00,delay=237.87
gcp.asia-east1|gcp.europe-west2|cost=80.00,delay=265.54
gcp.asia-east1|gcp.europe-west3|cost=80.00,delay=245.32
gcp.asia-east1|gcp.europe-west4|cost=80.00,delay=172.52
gcp.asia-east1|gcp.europe-west6|cost=80.00,delay=239.54
gcp.asia-east1|gcp.europe-west8|cost=80.00,delay=234.56
gcp.asia-east1|gcp.europe-west9|cost=80.00,delay=269.55
gcp.asia-east1|gcp.me-central1|cost=50.00,delay=147.78
gcp.asia-east1|gcp.me-west1|cost=50.00,delay=198.59
gcp.asia-east1|gcp.asia-east2|cost=50.00,delay=13.02
gcp.asia-east1|gcp.asia-northeast1|cost=50.00,delay=36.81
gcp.asia-east1|gcp.asia-northeast2|cost=50.00,delay=35.41
gcp.asia-east1|gcp.asia-northeast3|cost=50.00,delay=35.96
gcp.asia-east1|gcp.asia-south1|cost=50.00,delay=104.14
gcp.asia-east1|gcp.asia-south2|cost=50.00,delay=115.25
gcp.asia-east1|gcp.asia-southeast1|cost=50.00,delay=45.23
gcp.asia-east1|gcp.asia-southeast2|cost=50.00,delay=57.08
gcp.asia-east1|gcp.australia-southeast1|cost=150.00,delay=131.34
gcp.asia-east1|gcp.australia-southeast2|cost=150.00,delay=128.86
gcp.asia-east1|azure.eastus|cost=110.00,delay=206.52
gcp.asia-east1|azure.eastus2|cost=110.00,delay=209.53
gcp.asia-east1|azure.southcentralus|cost=110.00,delay=175.61
gcp.asia-east1|azure.westus2|cost=110.00,delay=147.07
gcp.asia-east1|azure.westus3|cost=110.00,delay=152.73
gcp.asia-east1|azure.australiaeast|cost=110.00,delay=133.80
gcp.asia-east1|azure.southeastasia|cost=110.00,delay=46.88
gcp.asia-east1|azure.northeurope|cost=110.00,delay=241.76
gcp.asia-east1|azure.swedencentral|cost=110.00,delay=255.91
gcp.asia-east1|azure.uksouth|cost=110.00,delay=233.14
gcp.asia-east1|azure.westeurope|cost=110.00,delay=240.69
gcp.asia-east1|azure.centralus|cost=110.00,delay=186.28
gcp.asia-east1|azure.southafricanorth|cost=110.00,delay=390.39
gcp.asia-east1|azure.centralindia|cost=110.00,delay=103.20
gcp.asia-east1|azure.eastasia|cost=110.00,delay=14.30
gcp.asia-east1|azure.japaneast|cost=110.00,delay=48.32
gcp.asia-east1|azure.koreacentral|cost=110.00,delay=43.06
gcp.asia-east1|azure.canadacentral|cost=110.00,delay=212.95
gcp.asia-east1|azure.francecentral|cost=110.00,delay=224.11
gcp.asia-east1|azure.germanywestcentral|cost=110.00,delay=224.00
gcp.asia-east1|azure.norwayeast|cost=110.00,delay=257.45
gcp.asia-east1|azure.polandcentral|cost=110.00,delay=240.72
gcp.asia-east1|azure.switzerlandnorth|cost=110.00,delay=219.00
gcp.asia-east1|azure.uaenorth|cost=110.00,delay=127.83
gcp.asia-east1|azure.brazilsouth|cost=110.00,delay=310.56
gcp.asia-east1|azure.qatarcentral|cost=110.00,delay=149.20
gcp.asia-east1|azure.northcentralus|cost=110.00,delay=197.46
gcp.asia-east1|azure.westus|cost=110.00,delay=152.37
gcp.asia-east1|azure.westcentralus|cost=110.00,delay=166.74
gcp.asia-east1|azure.australiacentral|cost=110.00,delay=138.77
gcp.asia-east1|azure.australiasoutheast|cost=110.00,delay=137.45
gcp.asia-east1|azure.japanwest|cost=110.00,delay=45.27
gcp.asia-east1|azure.koreasouth|cost=110.00,delay=43.06
gcp.asia-east1|azure.southindia|cost=110.00,delay=109.21
gcp.asia-east1|azure.canadaeast|cost=110.00,delay=216.51
gcp.asia-east1|azure.ukwest|cost=110.00,delay=235.85
gcp.asia-east2|aws.us-east-1|cost=110.00,delay=204.55
gcp.asia-east2|aws.us-east-2|cost=110.00,delay=205.51
gcp.asia-east2|aws.us-west-1|cost=110.00,delay=152.88
gcp.asia-east2|aws.us-west-2|cost=110.00,delay=145.81
gcp.asia-east2|aws.ap-south-1|cost=110.00,delay=92.89
gcp.asia-east2|aws.ap-northeast-3|cost=110.00,delay=42.52
gcp.asia-east2|aws.ap-northeast-2|cost=110.00,delay=79.68
gcp.asia-east2|aws.ap-southeast-1|cost=110.00,delay=37.14
gcp.asia-east2|aws.ap-southeast-2|cost=110.00,delay=129.13
gcp.asia-east2|aws.ap-northeast-1|cost=110.00,delay=48.31
gcp.asia-east2|aws.ca-central-1|cost=110.00,delay=205.28
gcp.asia-east2|aws.eu-central-1|cost=110.00,delay=246.91
gcp.asia-east2|aws.eu-west-1|cost=110.00,delay=251.85
gcp.asia-east2|aws.eu-west-2|cost=110.00,delay=244.14
gcp.asia-east2|aws.eu-west-3|cost=110.00,delay=242.46
gcp.asia-east2|aws.eu-north-1|cost=110.00,delay=268.08
gcp.asia-east2|aws.sa-east-1|cost=110.00,delay=307.33
gcp.asia-east2|gcp.northamerica-northeast1|cost=80.00,delay=192.57
gcp.asia-east2|gcp.northamerica-northeast2|cost=80.00,delay=185.91
gcp.asia-east2|gcp.southamerica-east1|cost=80.00,delay=296.00
gcp.asia-east2|gcp.southamerica-west1|cost=80.00,delay=244.33
gcp.asia-east2|gcp.us-central1|cost=80.00,delay=184.76
gcp.asia-east2|gcp.us-east1|cost=80.00,delay=199.96
gcp.asia-east2|gcp.us-east4|cost=80.00,delay=204.53
gcp.asia-east2|gcp.us-east5|cost=80.00,delay=182.39
gcp.asia-east2|gcp.us-south1|cost=80.00,delay=172.89
gcp.asia-east2|gcp.us-west1|cost=80.00,delay=132.59
gcp.asia-east2|gcp.us-west2|cost=80.00,delay=139.37
gcp.asia-east2|gcp.us-west3|cost=80.00,delay=152.29
gcp.asia-east2|gcp.us-west4|cost=80.00,delay=145.88
gcp.asia-east2|gcp.europe-central2|cost=80.00,delay=252.64
gcp.asia-east2|gcp.europe-north1|cost=80.00,delay=269.86
gcp.asia-east2|gcp.europe-southwest1|cost=80.00,delay=238.53
gcp.asia-east2|gcp.europe-west1|cost=80.00,delay=238.67
gcp.asia-east2|gcp.europe-west12|cost=80.00,delay=229.77
gcp.asia-east2|gcp.europe-west2|cost=80.00,delay=242.76
gcp.asia-east2|gcp.europe-west3|cost=80.00,delay=238.24
gcp.asia-east2|gcp.europe-west4|cost=80.00,delay=184.70
gcp.asia-east2|gcp.europe-west6|cost=80.00,delay=233.14
gcp.asia-east2|gcp.europe-west8|cost=80.00,delay=229.30
gcp.asia-east2|gcp.europe-west9|cost=80.00,delay=236.41
gcp.asia-east2|gcp.me-central1|cost=50.00,delay=141.94
gcp.asia-east2|gcp.me-west1|cost=50.00,delay=192.52
gcp.asia-east2|gcp.asia-east1|cost=50.00,delay=13.03
gcp.asia-east2|gcp.asia-northeast1|cost=50.00,delay=50.33
gcp.asia-east2|gcp.asia-northeast2|cost=50.00,delay=47.71
gcp.asia-east2|gcp.asia-northeast3|cost=50.00,delay=48.10
gcp.asia-east2|gcp.asia-south1|cost=50.00,delay=95.91
gcp.asia-east2|gcp.asia-south2|cost=50.00,delay=107.16
gcp.asia-east2|gcp.asia-southeast1|cost=50.00,delay=36.33
gcp.asia-east2|gcp.asia-southeast2|cost=50.00,delay=49.17
gcp.asia-east2|gcp.australia-southeast1|cost=150.00,delay=128.62
gcp.asia-east2|gcp.australia-southeast2|cost=150.00,delay=120.28
gcp.asia-east2|azure.eastus|cost=110.00,delay=210.02
gcp.asia-east2|azure.eastus2|cost=110.00,delay=209.68
gcp.asia-east2|azure.southcentralus|cost=110.00,delay=176.13
gcp.asia-east2|azure.westus2|cost=110.00,delay=146.53
gcp.asia-east2|azure.westus3|cost=110.00,delay=152.73
gcp.asia-east2|azure.australiaeast|cost=110.00,delay=126.88
gcp.asia-east2|azure.southeastasia|cost=110.00,delay=37.10
gcp.asia-east2|azure.northeurope|cost=110.00,delay=225.25
gcp.asia-east2|azure.swedencentral|cost=110.00,delay=238.43
gcp.asia-east2|azure.uksouth|cost=110.00,delay=216.69
gcp.asia-east2|azure.westeurope|cost=110.00,delay=218.10
gcp.asia-east2|azure.centralus|cost=110.00,delay=186.41
gcp.asia-east2|azure.southafricanorth|cost=110.00,delay=356.70
gcp.asia-east2|azure.centralindia|cost=110.00,delay=93.63
gcp.asia-east2|azure.eastasia|cost=110.00,delay=2.74
gcp.asia-east2|azure.japaneast|cost=110.00,delay=49.44
gcp.asia-east2|azure.koreacentral|cost=110.00,delay=43.33
gcp.asia-east2|azure.canadacentral|cost=110.00,delay=203.18
gcp.asia-east2|azure.francecentral|cost=110.00,delay=214.88
gcp.asia-east2|azure.germanywestcentral|cost=110.00,delay=214.14
gcp.asia-east2|azure.norwayeast|cost=110.00,delay=241.86
gcp.asia-east2|azure.polandcentral|cost=110.00,delay=229.90
gcp.asia-east2|azure.switzerlandnorth|cost=110.00,delay=209.05
gcp.asia-east2|azure.uaenorth|cost=110.00,delay=116.56
gcp.asia-east2|azure.brazilsouth|cost=110.00,delay=311.40
gcp.asia-east2|azure.qatarcentral|cost=110.00,delay=139.93
gcp.asia-east2|azure.northcentralus|cost=110.00,delay=186.94
gcp.asia-east2|azure.westus|cost=110.00,delay=152.52
gcp.asia-east2|azure.westcentralus|cost=110.00,delay=167.53
gcp.asia-east2|azure.australiacentral|cost=110.00,delay=131.95
gcp.asia-east2|azure.australiasoutheast|cost=110.00,delay=130.15
gcp.asia-east2|azure.japanwest|cost=110.00,delay=44.36
gcp.asia-east2|azure.koreasouth|cost=110.00,delay=43.35
gcp.asia-east2|azure.southindia|cost=110.00,delay=103.34
gcp.asia-east2|azure.canadaeast|cost=110.00,delay=207.08
gcp.asia-east2|azure.ukwest|cost=110.00,delay=219.39
gcp.asia-northeast1|aws.us-east-1|cost=110.00,delay=155.72
gcp.asia-northeast1|aws.us-east-2|cost=110.00,delay=156.85
gcp.asia-northeast1|aws.us-west-1|cost=110.00,delay=112.10
gcp.asia-northeast1|aws.us-west-2|cost=110.00,delay=102.64
gcp.asia-northeast1|aws.ap-south-1|cost=110.00,delay=128.71
gcp.asia-northeast1|aws.ap-northeast-3|cost=110.00,delay=9.70
gcp.asia-northeast1|aws.ap-northeast-2|cost=110.00,delay=33.42
gcp.asia-northeast1|aws.ap-southeast-1|cost=110.00,delay=73.86
gcp.asia-northeast1|aws.ap-southeast-2|cost=110.00,delay=104.61
gcp.asia-northeast1|aws.ap-northeast-1|cost=110.00,delay=3.43
gcp.asia-northeast1|aws.ca-central-1|cost=110.00,delay=164.63
gcp.asia-northeast1|aws.eu-central-1|cost=110.00,delay=230.30
gcp.asia-northeast1|aws.eu-west-1|cost=110.00,delay=224.56
gcp.asia-northeast1|aws.eu-west-2|cost=110.00,delay=216.83
gcp.asia-northeast1|aws.eu-west-3|cost=110.00,delay=222.07
gcp.asia-northeast1|aws.eu-north-1|cost=110.00,delay=242.92
gcp.asia-northeast1|aws.sa-east-1|cost=110.00,delay=268.59
gcp.asia-northeast1|gcp.northamerica-northeast1|cost=80.00,delay=149.57
gcp.asia-northeast1|gcp.northamerica-northeast2|cost=80.00,delay=143.14
gcp.asia-northeast1|gcp.southamerica-east1|cost=80.00,delay=256.67
gcp.asia-northeast1|gcp.southamerica-west1|cost=80.00,delay=206.09
gcp.asia-northeast1|gcp.us-central1|cost=80.00,delay=145.99
gcp.asia-northeast1|gcp.us-east1|cost=80.00,delay=161.51
gcp.asia-northeast1|gcp.us-east4|cost=80.00,delay=145.06
gcp.asia-northeast1|gcp.us-east5|cost=80.00,delay=139.55
gcp.asia-northeast1|gcp.us-south1|cost=80.00,delay=134.42
gcp.asia-northeast1|gcp.us-west1|cost=80.00,delay=89.74
gcp.asia-northeast1|gcp.us-west2|cost=80.00,delay=101.03
gcp.asia-northeast1|gcp.us-west3|cost=80.00,delay=114.03
gcp.asia-northeast1|gcp.us-west4|cost=80.00,delay=107.19
gcp.asia-northeast1|gcp.europe-central2|cost=80.00,delay=245.12
gcp.asia-northeast1|gcp.europe-north1|cost=80.00,delay=245.98
gcp.asia-northeast1|gcp.europe-southwest1|cost=80.00,delay=218.48
gcp.asia-northeast1|gcp.europe-west1|cost=80.00,delay=223.93
gcp.asia-northeast1|gcp.europe-west12|cost=80.00,delay=237.17
gcp.asia-northeast1|gcp.europe-west2|cost=80.00,delay=215.53
gcp.asia-northeast1|gcp.europe-west3|cost=80.00,delay=230.95
gcp.asia-northeast1|gcp.europe-west4|cost=80.00,delay=146.24
gcp.asia-northeast1|gcp.europe-west6|cost=80.00,delay=235.62
gcp.asia-northeast1|gcp.europe-west8|cost=80.00,delay=238.39
gcp.asia-northeast1|gcp.europe-west9|cost=80.00,delay=222.33
gcp.asia-northeast1|gcp.me-central1|cost=50.00,delay=178.70
gcp.asia-northeast1|gcp.me-west1|cost=50.00,delay=229.44
gcp.asia-northeast1|gcp.asia-east1|cost=50.00,delay=37.05
gcp.asia-northeast1|gcp.asia-east2|cost=50.00,delay=50.27
gcp.asia-northeast1|gcp.asia-northeast2|cost=50.00,delay=9.88
gcp.asia-northeast1|gcp.asia-northeast3|cost=50.00,delay=32.85
gcp.asia-northeast1|gcp.asia-south1|cost=50.00,delay=132.89
gcp.asia-northeast1|gcp.asia-south2|cost=50.00,delay=143.52
