#SRCNAME|DSTNAME|METRIC=VALUE,METRIC=VALUE,...
gcp.us-east5|azure.qatarcentral|cost=85.00,delay=237.00
gcp.us-east5|azure.northcentralus|cost=85.00,delay=23.26
gcp.us-east5|azure.westus|cost=85.00,delay=69.91
gcp.us-east5|azure.westcentralus|cost=85.00,delay=54.77
gcp.us-east5|azure.australiacentral|cost=85.00,delay=209.08
gcp.us-east5|azure.australiasoutheast|cost=85.00,delay=216.80
gcp.us-east5|azure.japanwest|cost=85.00,delay=165.03
gcp.us-east5|azure.koreasouth|cost=85.00,delay=189.82
gcp.us-east5|azure.southindia|cost=85.00,delay=249.73
gcp.us-east5|azure.canadaeast|cost=85.00,delay=33.12
gcp.us-east5|azure.ukwest|cost=85.00,delay=89.51
gcp.us-south1|aws.us-east-1|cost=85.00,delay=32.69
gcp.us-south1|aws.us-east-2|cost=85.00,delay=33.71
gcp.us-south1|aws.us-west-1|cost=85.00,delay=44.09
gcp.us-south1|aws.us-west-2|cost=85.00,delay=56.30
gcp.us-south1|aws.ap-south-1|cost=85.00,delay=248.16
gcp.us-south1|aws.ap-northeast-3|cost=85.00,delay=140.81
gcp.us-south1|aws.ap-northeast-2|cost=85.00,delay=162.44
gcp.us-south1|aws.ap-southeast-1|cost=85.00,delay=200.90
gcp.us-south1|aws.ap-southeast-2|cost=85.00,delay=176.67
gcp.us-south1|aws.ap-northeast-1|cost=85.00,delay=134.58
gcp.us-south1|aws.ca-central-1|cost=85.00,delay=42.97
gcp.us-south1|aws.eu-central-1|cost=85.00,delay=119.17
gcp.us-south1|aws.eu-west-1|cost=85.00,delay=115.10
gcp.us-south1|aws.eu-west-2|cost=85.00,delay=107.16
gcp.us-south1|aws.eu-west-3|cost=85.00,delay=110.98
gcp.us-south1|aws.eu-north-1|cost=85.00,delay=131.44
gcp.us-south1|aws.sa-east-1|cost=85.00,delay=141.00
gcp.us-south1|gcp.northamerica-northeast1|cost=10.00,delay=40.00
gcp.us-south1|gcp.northamerica-northeast2|cost=10.00,delay=33.48
gcp.us-south1|gcp.southamerica-east1|cost=80.00,delay=134.85
gcp.us-south1|gcp.southamerica-west1|cost=80.00,delay=119.73
gcp.us-south1|gcp.us-central1|cost=10.00,delay=16.09
gcp.us-south1|gcp.us-east1|cost=10.00,delay=27.83
gcp.us-south1|gcp.us-east4|cost=10.00,delay=32.55
gcp.us-south1|gcp.us-east5|cost=10.00,delay=29.93
gcp.us-south1|gcp.us-west1|cost=10.00,delay=37.83
gcp.us-south1|gcp.us-west2|cost=10.00,delay=34.85
gcp.us-south1|gcp.us-west3|cost=10.00,delay=25.13
gcp.us-south1|gcp.us-west4|cost=10.00,delay=29.15
gcp.us-south1|gcp.europe-central2|cost=80.00,delay=132.56
gcp.us-south1|gcp.europe-north1|cost=80.00,delay=133.49
gcp.us-south1|gcp.europe-southwest1|cost=80.00,delay=109.04
gcp.us-south1|gcp.europe-west1|cost=80.00,delay=111.38
gcp.us-south1|gcp.europe-west12|cost=80.00,delay=125.92
gcp.us-south1|gcp.europe-west2|cost=80.00,delay=105.83
gcp.us-south1|gcp.europe-west3|cost=80.00,delay=118.42
gcp.us-south1|gcp.europe-west4|cost=80.00,delay=16.47
gcp.us-south1|gcp.europe-west6|cost=80.00,delay=123.35
gcp.us-south1|gcp.europe-west8|cost=80.00,delay=125.83
gcp.us-south1|gcp.europe-west9|cost=80.00,delay=109.89
gcp.us-south1|gcp.me-central1|cost=80.00,delay=223.29
gcp.us-south1|gcp.me-west1|cost=80.00,delay=158.03
gcp.us-south1|gcp.asia-east1|cost=80.00,delay=160.64
gcp.us-south1|gcp.asia-east2|cost=80.00,delay=172.96
gcp.us-south1|gcp.asia-northeast1|cost=80.00,delay=134.55
gcp.us-south1|gcp.asia-northeast2|cost=80.00,delay=140.97
gcp.us-south1|gcp.asia-northeast3|cost=80.00,delay=160.09
gcp.us-south1|gcp.asia-south1|cost=80.00,delay=249.20
gcp.us-south1|gcp.asia-south2|cost=80.00,delay=269.94
gcp.us-south1|gcp.asia-southeast1|cost=80.00,delay=200.23
gcp.us-south1|gcp.asia-southeast2|cost=80.00,delay=213.35
gcp.us-south1|gcp.australia-southeast1|cost=150.00,delay=171.24
gcp.us-south1|gcp.australia-southeast2|cost=150.00,delay=182.94
gcp.us-south1|azure.eastus|cost=85.00,delay=38.50
gcp.us-south1|azure.eastus2|cost=85.00,delay=36.75
gcp.us-south1|azure.southcentralus|cost=85.00,delay=9.87
gcp.us-south1|azure.westus2|cost=85.00,delay=49.12
gcp.us-south1|azure.westus3|cost=85.00,delay=34.32
gcp.us-south1|azure.australiaeast|cost=85.00,delay=174.78
gcp.us-south1|azure.southeastasia|cost=85.00,delay=209.84
gcp.us-south1|azure.northeurope|cost=85.00,delay=113.44
gcp.us-south1|azure.swedencentral|cost=85.00,delay=139.10
gcp.us-south1|azure.uksouth|cost=85.00,delay=113.55
gcp.us-south1|azure.westeurope|cost=85.00,delay=122.14
gcp.us-south1|azure.centralus|cost=85.00,delay=14.72
gcp.us-south1|azure.southafricanorth|cost=85.00,delay=282.34
gcp.us-south1|azure.centralindia|cost=85.00,delay=249.66
gcp.us-south1|azure.eastasia|cost=85.00,delay=175.95
gcp.us-south1|azure.japaneast|cost=85.00,delay=133.18
gcp.us-south1|azure.koreacentral|cost=85.00,delay=159.40
gcp.us-south1|azure.canadacentral|cost=85.00,delay=41.21
gcp.us-south1|azure.francecentral|cost=85.00,delay=125.91
gcp.us-south1|azure.germanywestcentral|cost=85.00,delay=125.65
gcp.us-south1|azure.norwayeast|cost=85.00,delay=143.16
gcp.us-south1|azure.polandcentral|cost=85.00,delay=140.70
gcp.us-south1|azure.switzerlandnorth|cost=85.00,delay=131.30
gcp.us-south1|azure.uaenorth|cost=85.00,delay=254.81
gcp.us-south1|azure.brazilsouth|cost=85.00,delay=148.43
gcp.us-south1|azure.qatarcentral|cost=85.00,delay=262.37
gcp.us-south1|azure.northcentralus|cost=85.00,delay=22.64
gcp.us-south1|azure.westus|cost=85.00,delay=42.61
gcp.us-south1|azure.westcentralus|cost=85.00,delay=32.03
gcp.us-south1|azure.australiacentral|cost=85.00,delay=179.36
gcp.us-south1|azure.australiasoutheast|cost=85.00,delay=186.07
gcp.us-south1|azure.japanwest|cost=85.00,delay=139.61
gcp.us-south1|azure.koreasouth|cost=85.00,delay=163.03
gcp.us-south1|azure.southindia|cost=85.00,delay=262.10
gcp.us-south1|azure.canadaeast|cost=85.00,delay=46.96
gcp.us-south1|azure.ukwest|cost=85.00,delay=116.34
gcp.us-west1|aws.us-east-1|cost=85.00,delay=62.25
gcp.us-west1|aws.us-east-2|cost=85.00,delay=63.27
gcp.us-west1|aws.us-west-1|cost=85.00,delay=22.11
gcp.us-west1|aws.us-west-2|cost=85.00,delay=14.25
gcp.us-west1|aws.ap-south-1|cost=85.00,delay=212.47
gcp.us-west1|aws.ap-northeast-3|cost=85.00,delay=97.56
gcp.us-west1|aws.ap-northeast-2|cost=85.00,delay=117.84
gcp.us-west1|aws.ap-southeast-1|cost=85.00,delay=156.51
gcp.us-west1|aws.ap-southeast-2|cost=85.00,delay=141.17
gcp.us-west1|aws.ap-northeast-1|cost=85.00,delay=90.09
gcp.us-west1|aws.ca-central-1|cost=85.00,delay=71.11
gcp.us-west1|aws.eu-central-1|cost=85.00,delay=141.84
gcp.us-west1|aws.eu-west-1|cost=85.00,delay=136.18
gcp.us-west1|aws.eu-west-2|cost=85.00,delay=128.32
gcp.us-west1|aws.eu-west-3|cost=85.00,delay=133.50
gcp.us-west1|aws.eu-north-1|cost=85.00,delay=154.34
gcp.us-west1|aws.sa-east-1|cost=85.00,delay=175.72
gcp.us-west1|gcp.northamerica-northeast1|cost=10.00,delay=61.00
gcp.us-west1|gcp.northamerica-northeast2|cost=10.00,delay=54.42
gcp.us-west1|gcp.southamerica-east1|cost=80.00,delay=169.09
gcp.us-west1|gcp.southamerica-west1|cost=80.00,delay=129.90
gcp.us-west1|gcp.us-central1|cost=10.00,delay=39.02
gcp.us-west1|gcp.us-east1|cost=10.00,delay=65.05
gcp.us-west1|gcp.us-east4|cost=10.00,delay=56.38
gcp.us-west1|gcp.us-east5|cost=10.00,delay=50.90
gcp.us-west1|gcp.us-south1|cost=10.00,delay=37.85
gcp.us-west1|gcp.us-west2|cost=10.00,delay=24.80
gcp.us-west1|gcp.us-west3|cost=10.00,delay=30.52
gcp.us-west1|gcp.us-west4|cost=10.00,delay=30.75
gcp.us-west1|gcp.europe-central2|cost=80.00,delay=156.44
gcp.us-west1|gcp.europe-north1|cost=80.00,delay=157.21
gcp.us-west1|gcp.europe-southwest1|cost=80.00,delay=129.96
gcp.us-west1|gcp.europe-west1|cost=80.00,delay=135.19
gcp.us-west1|gcp.europe-west12|cost=80.00,delay=148.39
gcp.us-west1|gcp.europe-west2|cost=80.00,delay=126.80
gcp.us-west1|gcp.europe-west3|cost=80.00,delay=142.25
gcp.us-west1|gcp.europe-west4|cost=80.00,delay=39.42
gcp.us-west1|gcp.europe-west6|cost=80.00,delay=147.07
gcp.us-west1|gcp.europe-west8|cost=80.00,delay=149.73
gcp.us-west1|gcp.europe-west9|cost=80.00,delay=133.86
gcp.us-west1|gcp.me-central1|cost=80.00,delay=246.12
gcp.us-west1|gcp.me-west1|cost=80.00,delay=181.85
gcp.us-west1|gcp.asia-east1|cost=80.00,delay=122.79
gcp.us-west1|gcp.asia-east2|cost=80.00,delay=132.60
gcp.us-west1|gcp.asia-northeast1|cost=80.00,delay=89.77
gcp.us-west1|gcp.asia-northeast2|cost=80.00,delay=99.37
gcp.us-west1|gcp.asia-northeast3|cost=80.00,delay=115.21
gcp.us-west1|gcp.asia-south1|cost=80.00,delay=215.35
gcp.us-west1|gcp.asia-south2|cost=80.00,delay=225.15
gcp.us-west1|gcp.asia-southeast1|cost=80.00,delay=155.97
gcp.us-west1|gcp.asia-southeast2|cost=80.00,delay=168.85
gcp.us-west1|gcp.australia-southeast1|cost=150.00,delay=138.08
gcp.us-west1|gcp.australia-southeast2|cost=150.00,delay=149.66
gcp.us-west1|azure.eastus|cost=85.00,delay=75.85
gcp.us-west1|azure.eastus2|cost=85.00,delay=75.49
gcp.us-west1|azure.southcentralus|cost=85.00,delay=51.51
gcp.us-west1|azure.westus2|cost=85.00,delay=11.33
gcp.us-west1|azure.westus3|cost=85.00,delay=36.04
gcp.us-west1|azure.australiaeast|cost=85.00,delay=150.24
gcp.us-west1|azure.southeastasia|cost=85.00,delay=160.18
gcp.us-west1|azure.northeurope|cost=85.00,delay=138.72
gcp.us-west1|azure.swedencentral|cost=85.00,delay=166.61
gcp.us-west1|azure.uksouth|cost=85.00,delay=138.28
gcp.us-west1|azure.westeurope|cost=85.00,delay=145.77
gcp.us-west1|azure.centralus|cost=85.00,delay=49.38
gcp.us-west1|azure.southafricanorth|cost=85.00,delay=308.59
gcp.us-west1|azure.centralindia|cost=85.00,delay=216.72
gcp.us-west1|azure.eastasia|cost=85.00,delay=142.37
gcp.us-west1|azure.japaneast|cost=85.00,delay=95.11
gcp.us-west1|azure.koreacentral|cost=85.00,delay=120.07
gcp.us-west1|azure.canadacentral|cost=85.00,delay=71.02
gcp.us-west1|azure.francecentral|cost=85.00,delay=153.49
gcp.us-west1|azure.germanywestcentral|cost=85.00,delay=151.88
gcp.us-west1|azure.norwayeast|cost=85.00,delay=170.27
gcp.us-west1|azure.polandcentral|cost=85.00,delay=168.33
gcp.us-west1|azure.switzerlandnorth|cost=85.00,delay=157.77
gcp.us-west1|azure.uaenorth|cost=85.00,delay=239.71
gcp.us-west1|azure.brazilsouth|cost=85.00,delay=181.05
gcp.us-west1|azure.qatarcentral|cost=85.00,delay=262.69
gcp.us-west1|azure.northcentralus|cost=85.00,delay=49.89
gcp.us-west1|azure.westus|cost=85.00,delay=21.49
gcp.us-west1|azure.westcentralus|cost=85.00,delay=36.49
gcp.us-west1|azure.australiacentral|cost=85.00,delay=154.93
gcp.us-west1|azure.australiasoutheast|cost=85.00,delay=161.59
gcp.us-west1|azure.japanwest|cost=85.00,delay=103.19
gcp.us-west1|azure.koreasouth|cost=85.00,delay=119.81
gcp.us-west1|azure.southindia|cost=85.00,delay=226.74
gcp.us-west1|azure.canadaeast|cost=85.00,delay=73.29
gcp.us-west1|azure.ukwest|cost=85.00,delay=142.22
gcp.us-west2|aws.us-east-1|cost=85.00,delay=66.58
gcp.us-west2|aws.us-east-2|cost=85.00,delay=67.59
gcp.us-west2|aws.us-west-1|cost=85.00,delay=9.42
gcp.us-west2|aws.us-west-2|cost=85.00,delay=33.04
gcp.us-west2|aws.ap-south-1|cost=85.00,delay=223.70
gcp.us-west2|aws.ap-northeast-3|cost=85.00,delay=107.42
gcp.us-west2|aws.ap-northeast-2|cost=85.00,delay=129.36
gcp.us-west2|aws.ap-southeast-1|cost=85.00,delay=167.89
gcp.us-west2|aws.ap-southeast-2|cost=85.00,delay=143.22
gcp.us-west2|aws.ap-northeast-1|cost=85.00,delay=101.45
gcp.us-west2|aws.ca-central-1|cost=85.00,delay=76.79
gcp.us-west2|aws.eu-central-1|cost=85.00,delay=153.30
gcp.us-west2|aws.eu-west-1|cost=85.00,delay=148.82
gcp.us-west2|aws.eu-west-2|cost=85.00,delay=140.83
gcp.us-west2|aws.eu-west-3|cost=85.00,delay=145.15
gcp.us-west2|aws.eu-north-1|cost=85.00,delay=165.64
gcp.us-west2|aws.sa-east-1|cost=85.00,delay=169.17
gcp.us-west2|gcp.northamerica-northeast1|cost=10.00,delay=74.07
gcp.us-west2|gcp.northamerica-northeast2|cost=10.00,delay=67.35
gcp.us-west2|gcp.southamerica-east1|cost=80.00,delay=157.34
gcp.us-west2|gcp.southamerica-west1|cost=80.00,delay=106.24
gcp.us-west2|gcp.us-central1|cost=10.00,delay=46.17
gcp.us-west2|gcp.us-east1|cost=10.00,delay=61.76
gcp.us-west2|gcp.us-east4|cost=10.00,delay=66.33
gcp.us-west2|gcp.us-east5|cost=10.00,delay=63.82
gcp.us-west2|gcp.us-south1|cost=10.00,delay=34.60
gcp.us-west2|gcp.us-west1|cost=10.00,delay=24.78
gcp.us-west2|gcp.us-west3|cost=10.00,delay=14.15
gcp.us-west2|gcp.us-west4|cost=10.00,delay=7.31
gcp.us-west2|gcp.europe-central2|cost=80.00,delay=166.76
gcp.us-west2|gcp.europe-north1|cost=80.00,delay=167.06
gcp.us-west2|gcp.europe-southwest1|cost=80.00,delay=143.07
gcp.us-west2|gcp.europe-west1|cost=80.00,delay=145.12
gcp.us-west2|gcp.europe-west12|cost=80.00,delay=159.56
gcp.us-west2|gcp.europe-west2|cost=80.00,delay=139.55
gcp.us-west2|gcp.europe-west3|cost=80.00,delay=152.33
gcp.us-west2|gcp.europe-west4|cost=80.00,delay=46.49
gcp.us-west2|gcp.europe-west6|cost=80.00,delay=157.14
gcp.us-west2|gcp.europe-west8|cost=80.00,delay=159.91
gcp.us-west2|gcp.europe-west9|cost=80.00,delay=143.58
gcp.us-west2|gcp.me-central1|cost=80.00,delay=256.98
gcp.us-west2|gcp.me-west1|cost=80.00,delay=191.75
gcp.us-west2|gcp.asia-east1|cost=80.00,delay=127.11
gcp.us-west2|gcp.asia-east2|cost=80.00,delay=139.29
gcp.us-west2|gcp.asia-northeast1|cost=80.00,delay=101.10
gcp.us-west2|gcp.asia-northeast2|cost=80.00,delay=107.49
gcp.us-west2|gcp.asia-northeast3|cost=80.00,delay=126.66
gcp.us-west2|gcp.asia-south1|cost=80.00,delay=226.72
gcp.us-west2|gcp.asia-south2|cost=80.00,delay=237.12
gcp.us-west2|gcp.asia-southeast1|cost=80.00,delay=167.25
gcp.us-west2|gcp.asia-southeast2|cost=80.00,delay=179.82
gcp.us-west2|gcp.australia-southeast1|cost=150.00,delay=137.83
gcp.us-west2|gcp.australia-southeast2|cost=150.00,delay=149.59
gcp.us-west2|azure.eastus|cost=85.00,delay=65.81
gcp.us-west2|azure.eastus2|cost=85.00,delay=64.87
gcp.us-west2|azure.southcentralus|cost=85.00,delay=35.25
gcp.us-west2|azure.westus2|cost=85.00,delay=32.71
gcp.us-west2|azure.westus3|cost=85.00,delay=8.84
gcp.us-west2|azure.australiaeast|cost=85.00,delay=142.33
gcp.us-west2|azure.southeastasia|cost=85.00,delay=172.28
gcp.us-west2|azure.northeurope|cost=85.00,delay=135.98
gcp.us-west2|azure.swedencentral|cost=85.00,delay=160.86
gcp.us-west2|azure.uksouth|cost=85.00,delay=135.18
gcp.us-west2|azure.westeurope|cost=85.00,delay=143.85
gcp.us-west2|azure.centralus|cost=85.00,delay=43.61
gcp.us-west2|azure.southafricanorth|cost=85.00,delay=304.82
gcp.us-west2|azure.centralindia|cost=85.00,delay=228.54
gcp.us-west2|azure.eastasia|cost=85.00,delay=142.99
gcp.us-west2|azure.japaneast|cost=85.00,delay=100.75
gcp.us-west2|azure.koreacentral|cost=85.00,delay=132.08
gcp.us-west2|azure.canadacentral|cost=85.00,delay=73.56
gcp.us-west2|azure.francecentral|cost=85.00,delay=150.18
gcp.us-west2|azure.germanywestcentral|cost=85.00,delay=147.64
gcp.us-west2|azure.norwayeast|cost=85.00,delay=164.60
gcp.us-west2|azure.polandcentral|cost=85.00,delay=163.02
gcp.us-west2|azure.switzerlandnorth|cost=85.00,delay=153.24
gcp.us-west2|azure.uaenorth|cost=85.00,delay=249.10
gcp.us-west2|azure.brazilsouth|cost=85.00,delay=162.14
gcp.us-west2|azure.qatarcentral|cost=85.00,delay=255.90
gcp.us-west2|azure.northcentralus|cost=85.00,delay=55.21
gcp.us-west2|azure.westus|cost=85.00,delay=9.43
gcp.us-west2|azure.westcentralus|cost=85.00,delay=23.76
gcp.us-west2|azure.australiacentral|cost=85.00,delay=147.16
gcp.us-west2|azure.australiasoutheast|cost=85.00,delay=153.57
gcp.us-west2|azure.japanwest|cost=85.00,delay=107.29
gcp.us-west2|azure.koreasouth|cost=85.00,delay=130.91
gcp.us-west2|azure.southindia|cost=85.00,delay=238.62
gcp.us-west2|azure.canadaeast|cost=85.00,delay=75.83
gcp.us-west2|azure.ukwest|cost=85.00,delay=138.43
gcp.us-west3|aws.us-east-1|cost=85.00,delay=49.85
gcp.us-west3|aws.us-east-2|cost=85.00,delay=50.73
gcp.us-west3|aws.us-west-1|cost=85.00,delay=20.69
gcp.us-west3|aws.us-west-2|cost=85.00,delay=40.91
gcp.us-west3|aws.ap-south-1|cost=85.00,delay=236.82
gcp.us-west3|aws.ap-northeast-3|cost=85.00,delay=120.08
gcp.us-west3|aws.ap-northeast-2|cost=85.00,delay=141.91
gcp.us-west3|aws.ap-southeast-1|cost=85.00,delay=180.68
gcp.us-west3|aws.ap-southeast-2|cost=85.00,delay=155.95
gcp.us-west3|aws.ap-northeast-1|cost=85.00,delay=114.04
gcp.us-west3|aws.ca-central-1|cost=85.00,delay=58.79
gcp.us-west3|aws.eu-central-1|cost=85.00,delay=129.08
gcp.us-west3|aws.eu-west-1|cost=85.00,delay=123.48
gcp.us-west3|aws.eu-west-2|cost=85.00,delay=115.67
gcp.us-west3|aws.eu-west-3|cost=85.00,delay=120.70
gcp.us-west3|aws.eu-north-1|cost=85.00,delay=141.97
gcp.us-west3|aws.sa-east-1|cost=85.00,delay=163.79
gcp.us-west3|gcp.northamerica-northeast1|cost=10.00,delay=48.76
gcp.us-west3|gcp.northamerica-northeast2|cost=10.00,delay=42.17
gcp.us-west3|gcp.southamerica-east1|cost=80.00,delay=157.83
gcp.us-west3|gcp.southamerica-west1|cost=80.00,delay=119.10
gcp.us-west3|gcp.us-central1|cost=10.00,delay=20.92
gcp.us-west3|gcp.us-east1|cost=10.00,delay=52.88
gcp.us-west3|gcp.us-east4|cost=10.00,delay=44.09
gcp.us-west3|gcp.us-east5|cost=10.00,delay=38.52
gcp.us-west3|gcp.us-south1|cost=10.00,delay=25.26
gcp.us-west3|gcp.us-west1|cost=10.00,delay=30.65
gcp.us-west3|gcp.us-west2|cost=10.00,delay=13.98
gcp.us-west3|gcp.us-west4|cost=10.00,delay=9.92
gcp.us-west3|gcp.europe-central2|cost=80.00,delay=144.07
gcp.us-west3|gcp.europe-north1|cost=80.00,delay=144.96
gcp.us-west3|gcp.europe-southwest1|cost=80.00,delay=117.46
gcp.us-west3|gcp.europe-west1|cost=80.00,delay=122.69
gcp.us-west3|gcp.europe-west12|cost=80.00,delay=135.75
gcp.us-west3|gcp.europe-west2|cost=80.00,delay=114.75
gcp.us-west3|gcp.europe-west3|cost=80.00,delay=129.54
gcp.us-west3|gcp.europe-west4|cost=80.00,delay=20.86
gcp.us-west3|gcp.europe-west6|cost=80.00,delay=134.40
gcp.us-west3|gcp.europe-west8|cost=80.00,delay=137.59
gcp.us-west3|gcp.europe-west9|cost=80.00,delay=121.19
gcp.us-west3|gcp.me-central1|cost=80.00,delay=233.72
gcp.us-west3|gcp.me-west1|cost=80.00,delay=169.55
gcp.us-west3|gcp.asia-east1|cost=80.00,delay=140.04
gcp.us-west3|gcp.asia-east2|cost=80.00,delay=152.26
gcp.us-west3|gcp.asia-northeast1|cost=80.00,delay=114.03
gcp.us-west3|gcp.asia-northeast2|cost=80.00,delay=120.33
gcp.us-west3|gcp.asia-northeast3|cost=80.00,delay=139.63
gcp.us-west3|gcp.asia-south1|cost=80.00,delay=239.61
gcp.us-west3|gcp.asia-south2|cost=80.00,delay=248.22
gcp.us-west3|gcp.asia-southeast1|cost=80.00,delay=180.06
gcp.us-west3|gcp.asia-southeast2|cost=80.00,delay=193.04
gcp.us-west3|gcp.australia-southeast1|cost=150.00,delay=150.74
gcp.us-west3|gcp.australia-southeast2|cost=150.00,delay=162.45
gcp.us-west3|azure.eastus|cost=85.00,delay=49.63
gcp.us-west3|azure.eastus2|cost=85.00,delay=50.62
gcp.us-west3|azure.southcentralus|cost=85.00,delay=33.17
gcp.us-west3|azure.westus2|cost=85.00,delay=35.70
gcp.us-west3|azure.westus3|cost=85.00,delay=29.03
gcp.us-west3|azure.australiaeast|cost=85.00,delay=155.01
gcp.us-west3|azure.southeastasia|cost=85.00,delay=185.01
gcp.us-west3|azure.northeurope|cost=85.00,delay=123.25
gcp.us-west3|azure.swedencentral|cost=85.00,delay=150.00
gcp.us-west3|azure.uksouth|cost=85.00,delay=123.58
gcp.us-west3|azure.westeurope|cost=85.00,delay=129.63
gcp.us-west3|azure.centralus|cost=85.00,delay=31.66
gcp.us-west3|azure.southafricanorth|cost=85.00,delay=292.63
gcp.us-west3|azure.centralindia|cost=85.00,delay=241.25
gcp.us-west3|azure.eastasia|cost=85.00,delay=165.03
gcp.us-west3|azure.japaneast|cost=85.00,delay=119.77
gcp.us-west3|azure.koreacentral|cost=85.00,delay=144.77
gcp.us-west3|azure.canadacentral|cost=85.00,delay=54.42
gcp.us-west3|azure.francecentral|cost=85.00,delay=137.15
gcp.us-west3|azure.germanywestcentral|cost=85.00,delay=136.51
gcp.us-west3|azure.norwayeast|cost=85.00,delay=153.49
gcp.us-west3|azure.polandcentral|cost=85.00,delay=151.68
gcp.us-west3|azure.switzerlandnorth|cost=85.00,delay=141.38
gcp.us-west3|azure.uaenorth|cost=85.00,delay=255.76
gcp.us-west3|azure.brazilsouth|cost=85.00,delay=164.96
gcp.us-west3|azure.qatarcentral|cost=85.00,delay=262.78
gcp.us-west3|azure.northcentralus|cost=85.00,delay=35.37
gcp.us-west3|azure.westus|cost=85.00,delay=20.52
gcp.us-west3|azure.westcentralus|cost=85.00,delay=11.06
gcp.us-west3|azure.australiacentral|cost=85.00,delay=159.94
gcp.us-west3|azure.australiasoutheast|cost=85.00,delay=166.62
gcp.us-west3|azure.japanwest|cost=85.00,delay=126.46
gcp.us-west3|azure.koreasouth|cost=85.00,delay=144.33
gcp.us-west3|azure.southindia|cost=85.00,delay=244.19
gcp.us-west3|azure.canadaeast|cost=85.00,delay=56.90
gcp.us-west3|azure.ukwest|cost=85.00,delay=125.16
gcp.us-west4|aws.us-east-1|cost=85.00,delay=60.97
gcp.us-west4|aws.us-east-2|cost=85.00,delay=61.94
gcp.us-west4|aws.us-west-1|cost=85.00,delay=16.58
gcp.us-west4|aws.us-west-2|cost=85.00,delay=38.77
gcp.us-west4|aws.ap-south-1|cost=85.00,delay=230.22
gcp.us-west4|aws.ap-northeast-3|cost=85.00,delay=113.51
gcp.us-west4|aws.ap-northeast-2|cost=85.00,delay=135.55
gcp.us-west4|aws.ap-southeast-1|cost=85.00,delay=173.59
gcp.us-west4|aws.ap-southeast-2|cost=85.00,delay=149.19
gcp.us-west4|aws.ap-northeast-1|cost=85.00,delay=107.50
gcp.us-west4|aws.ca-central-1|cost=85.00,delay=71.13
gcp.us-west4|aws.eu-central-1|cost=85.00,delay=147.61
gcp.us-west4|aws.eu-west-1|cost=85.00,delay=143.50
gcp.us-west4|aws.eu-west-2|cost=85.00,delay=135.52
gcp.us-west4|aws.eu-west-3|cost=85.00,delay=139.51
gcp.us-west4|aws.eu-north-1|cost=85.00,delay=160.35
gcp.us-west4|aws.sa-east-1|cost=85.00,delay=169.08
gcp.us-west4|gcp.northamerica-northeast1|cost=10.00,delay=68.34
gcp.us-west4|gcp.northamerica-northeast2|cost=10.00,delay=61.91
gcp.us-west4|gcp.southamerica-east1|cost=80.00,delay=163.38
gcp.us-west4|gcp.southamerica-west1|cost=80.00,delay=112.66
gcp.us-west4|gcp.us-central1|cost=10.00,delay=40.95
gcp.us-west4|gcp.us-east1|cost=10.00,delay=56.45
gcp.us-west4|gcp.us-east4|cost=10.00,delay=60.97
gcp.us-west4|gcp.us-east5|cost=10.00,delay=58.51
gcp.us-west4|gcp.us-south1|cost=10.00,delay=29.32
gcp.us-west4|gcp.us-west1|cost=10.00,delay=31.36
gcp.us-west4|gcp.us-west2|cost=10.00,delay=7.64
gcp.us-west4|gcp.us-west3|cost=10.00,delay=9.91
gcp.us-west4|gcp.europe-central2|cost=80.00,delay=161.00
gcp.us-west4|gcp.europe-north1|cost=80.00,delay=161.48
gcp.us-west4|gcp.europe-southwest1|cost=80.00,delay=137.28
gcp.us-west4|gcp.europe-west1|cost=80.00,delay=139.72
gcp.us-west4|gcp.europe-west12|cost=80.00,delay=153.10
gcp.us-west4|gcp.europe-west2|cost=80.00,delay=134.17
gcp.us-west4|gcp.europe-west3|cost=80.00,delay=146.66
gcp.us-west4|gcp.europe-west4|cost=80.00,delay=41.11
gcp.us-west4|gcp.europe-west6|cost=80.00,delay=151.54
gcp.us-west4|gcp.europe-west8|cost=80.00,delay=154.27
gcp.us-west4|gcp.europe-west9|cost=80.00,delay=138.28
gcp.us-west4|gcp.me-central1|cost=80.00,delay=251.46
gcp.us-west4|gcp.me-west1|cost=80.00,delay=186.65
gcp.us-west4|gcp.asia-east1|cost=80.00,delay=133.66
gcp.us-west4|gcp.asia-east2|cost=80.00,delay=145.88
gcp.us-west4|gcp.asia-northeast1|cost=80.00,delay=107.23
gcp.us-west4|gcp.asia-northeast2|cost=80.00,delay=113.55
gcp.us-west4|gcp.asia-northeast3|cost=80.00,delay=133.03
gcp.us-west4|gcp.asia-south1|cost=80.00,delay=233.06
gcp.us-west4|gcp.asia-south2|cost=80.00,delay=244.32
gcp.us-west4|gcp.asia-southeast1|cost=80.00,delay=173.45
gcp.us-west4|gcp.asia-southeast2|cost=80.00,delay=185.88
gcp.us-west4|gcp.australia-southeast1|cost=150.00,delay=144.25
gcp.us-west4|gcp.australia-southeast2|cost=150.00,delay=155.99
gcp.us-west4|azure.eastus|cost=85.00,delay=66.19
gcp.us-west4|azure.eastus2|cost=85.00,delay=65.14
gcp.us-west4|azure.southcentralus|cost=85.00,delay=35.88
gcp.us-west4|azure.westus2|cost=85.00,delay=38.84
gcp.us-west4|azure.westus3|cost=85.00,delay=15.37
gcp.us-west4|azure.australiaeast|cost=85.00,delay=148.52
